SampleID	name1	name2	Sediment_type	Weather	Temperature	Temperature_range	Month	Season	Depth	Tide_level	Des	Type_Tide_Depth
mud17.2022.03.X2	mud17.2022.03.X2	mud17.2022.03.X	mudflat	Rainy_day	9	6-10	03_Mar	Spring	15_25cm	Low_tide_level	16s	mud_Low_15_25cm
mud17.2022.03.X3	mud17.2022.03.X3	mud17.2022.03.X	mudflat	Rainy_day	9	6-10	03_Mar	Spring	15_25cm	Low_tide_level	16s	mud_Low_15_25cm
mud17.2022.03.Z1	mud17.2022.03.Z1	mud17.2022.03.Z	mudflat	Rainy_day	9	6-10	03_Mar	Spring	5_15cm	Low_tide_level	16s	mud_Low_5_15cm
mud17.2022.03.Z2	mud17.2022.03.Z2	mud17.2022.03.Z	mudflat	Rainy_day	9	6-10	03_Mar	Spring	5_15cm	Low_tide_level	16s	mud_Low_5_15cm
mud17.2022.03.Z3	mud17.2022.03.Z3	mud17.2022.03.Z	mudflat	Rainy_day	9	6-10	03_Mar	Spring	5_15cm	Low_tide_level	16s	mud_Low_5_15cm
mud18.2022.04.S1	mud18.2022.04.S1	mud18.2022.04.S	mudflat	Rainy_day	18	16-20	04_Apr	Spring	1_5cm	Low_tide_level	16s	mud_Low_1_5cm
mud18.2022.04.S2	mud18.2022.04.S2	mud18.2022.04.S	mudflat	Rainy_day	18	16-20	04_Apr	Spring	1_5cm	Low_tide_level	16s	mud_Low_1_5cm
mud18.2022.04.S3	mud18.2022.04.S3	mud18.2022.04.S	mudflat	Rainy_day	18	16-20	04_Apr	Spring	1_5cm	Low_tide_level	16s	mud_Low_1_5cm
mud18.2022.04.X1	mud18.2022.04.X1	mud18.2022.04.X	mudflat	Rainy_day	18	16-20	04_Apr	Spring	15_25cm	Low_tide_level	16s	mud_Low_15_25cm
mud18.2022.04.X2	mud18.2022.04.X2	mud18.2022.04.X	mudflat	Rainy_day	18	16-20	04_Apr	Spring	15_25cm	Low_tide_level	16s	mud_Low_15_25cm
mud18.2022.04.X3	mud18.2022.04.X3	mud18.2022.04.X	mudflat	Rainy_day	18	16-20	04_Apr	Spring	15_25cm	Low_tide_level	16s	mud_Low_15_25cm
mud18.2022.04.Z1	mud18.2022.04.Z1	mud18.2022.04.Z	mudflat	Rainy_day	18	16-20	04_Apr	Spring	5_15cm	Low_tide_level	16s	mud_Low_5_15cm
mud18.2022.04.Z2	mud18.2022.04.Z2	mud18.2022.04.Z	mudflat	Rainy_day	18	16-20	04_Apr	Spring	5_15cm	Low_tide_level	16s	mud_Low_5_15cm
mud18.2022.04.Z3	mud18.2022.04.Z3	mud18.2022.04.Z	mudflat	Rainy_day	18	16-20	04_Apr	Spring	5_15cm	Low_tide_level	16s	mud_Low_5_15cm
mud19.2022.05.S1	mud19.2022.05.S1	mud19.2022.05.S	mudflat	Sunny_day	23	21-25	05_May	Spring	1_5cm	Low_tide_level	16s	mud_Low_1_5cm
mud19.2022.05.S2	mud19.2022.05.S2	mud19.2022.05.S	mudflat	Sunny_day	23	21-25	05_May	Spring	1_5cm	Low_tide_level	16s	mud_Low_1_5cm
mud19.2022.05.S3	mud19.2022.05.S3	mud19.2022.05.S	mudflat	Sunny_day	23	21-25	05_May	Spring	1_5cm	Low_tide_level	16s	mud_Low_1_5cm
mud19.2022.05.X1	mud19.2022.05.X1	mud19.2022.05.X	mudflat	Sunny_day	23	21-25	05_May	Spring	15_25cm	Low_tide_level	16s	mud_Low_15_25cm
mud19.2022.05.X2	mud19.2022.05.X2	mud19.2022.05.X	mudflat	Sunny_day	23	21-25	05_May	Spring	15_25cm	Low_tide_level	16s	mud_Low_15_25cm
mud19.2022.05.X3	mud19.2022.05.X3	mud19.2022.05.X	mudflat	Sunny_day	23	21-25	05_May	Spring	15_25cm	Low_tide_level	16s	mud_Low_15_25cm
mud19.2022.05.Z1	mud19.2022.05.Z1	mud19.2022.05.Z	mudflat	Sunny_day	23	21-25	05_May	Spring	5_15cm	Low_tide_level	16s	mud_Low_5_15cm
mud19.2022.05.Z2	mud19.2022.05.Z2	mud19.2022.05.Z	mudflat	Sunny_day	23	21-25	05_May	Spring	5_15cm	Low_tide_level	16s	mud_Low_5_15cm
mud19.2022.05.Z3	mud19.2022.05.Z3	mud19.2022.05.Z	mudflat	Sunny_day	23	21-25	05_May	Spring	5_15cm	Low_tide_level	16s	mud_Low_5_15cm
mud20.2022.06.S1	mud20.2022.06.S1	mud20.2022.06.S	mudflat	Cloudy_day	26	26-30	06_Jun	Summer	1_5cm	Low_tide_level	16s	mud_Low_1_5cm
mud20.2022.06.S2	mud20.2022.06.S2	mud20.2022.06.S	mudflat	Cloudy_day	26	26-30	06_Jun	Summer	1_5cm	Low_tide_level	16s	mud_Low_1_5cm
mud20.2022.06.S3	mud20.2022.06.S3	mud20.2022.06.S	mudflat	Cloudy_day	26	26-30	06_Jun	Summer	1_5cm	Low_tide_level	16s	mud_Low_1_5cm
mud20.2022.06.X1	mud20.2022.06.X1	mud20.2022.06.X	mudflat	Cloudy_day	26	26-30	06_Jun	Summer	15_25cm	Low_tide_level	16s	mud_Low_15_25cm
mud20.2022.06.X2	mud20.2022.06.X2	mud20.2022.06.X	mudflat	Cloudy_day	26	26-30	06_Jun	Summer	15_25cm	Low_tide_level	16s	mud_Low_15_25cm
mud20.2022.06.X3	mud20.2022.06.X3	mud20.2022.06.X	mudflat	Cloudy_day	26	26-30	06_Jun	Summer	15_25cm	Low_tide_level	16s	mud_Low_15_25cm
mud20.2022.06.Z1	mud20.2022.06.Z1	mud20.2022.06.Z	mudflat	Cloudy_day	26	26-30	06_Jun	Summer	5_15cm	Low_tide_level	16s	mud_Low_5_15cm
mud20.2022.06.Z2	mud20.2022.06.Z2	mud20.2022.06.Z	mudflat	Cloudy_day	26	26-30	06_Jun	Summer	5_15cm	Low_tide_level	16s	mud_Low_5_15cm
mud20.2022.06.Z3	mud20.2022.06.Z3	mud20.2022.06.Z	mudflat	Cloudy_day	26	26-30	06_Jun	Summer	5_15cm	Low_tide_level	16s	mud_Low_5_15cm
mud21.2022.07.S1	mud21.2022.07.S1	mud21.2022.07.S	mudflat	Sunny_day	29	26-30	07_Jul	Summer	1_5cm	Low_tide_level	16s	mud_Low_1_5cm
mud21.2022.07.S2	mud21.2022.07.S2	mud21.2022.07.S	mudflat	Sunny_day	29	26-30	07_Jul	Summer	1_5cm	Low_tide_level	16s	mud_Low_1_5cm
mud21.2022.07.S3	mud21.2022.07.S3	mud21.2022.07.S	mudflat	Sunny_day	29	26-30	07_Jul	Summer	1_5cm	Low_tide_level	16s	mud_Low_1_5cm
mud21.2022.07.X1	mud21.2022.07.X1	mud21.2022.07.X	mudflat	Sunny_day	29	26-30	07_Jul	Summer	15_25cm	Low_tide_level	16s	mud_Low_15_25cm
mud21.2022.07.X2	mud21.2022.07.X2	mud21.2022.07.X	mudflat	Sunny_day	29	26-30	07_Jul	Summer	15_25cm	Low_tide_level	16s	mud_Low_15_25cm
mud21.2022.07.X3	mud21.2022.07.X3	mud21.2022.07.X	mudflat	Sunny_day	29	26-30	07_Jul	Summer	15_25cm	Low_tide_level	16s	mud_Low_15_25cm
mud21.2022.07.Z1	mud21.2022.07.Z1	mud21.2022.07.Z	mudflat	Sunny_day	29	26-30	07_Jul	Summer	5_15cm	Low_tide_level	16s	mud_Low_5_15cm
mud21.2022.07.Z2	mud21.2022.07.Z2	mud21.2022.07.Z	mudflat	Sunny_day	29	26-30	07_Jul	Summer	5_15cm	Low_tide_level	16s	mud_Low_5_15cm
mud21.2022.07.Z3	mud21.2022.07.Z3	mud21.2022.07.Z	mudflat	Sunny_day	29	26-30	07_Jul	Summer	5_15cm	Low_tide_level	16s	mud_Low_5_15cm
mud22.2022.08.S1	mud22.2022.08.S1	mud22.2022.08.S	mudflat	Sunny_day	35	31-35	08_Aug	Summer	1_5cm	Low_tide_level	16s	mud_Low_1_5cm
mud22.2022.08.S2	mud22.2022.08.S2	mud22.2022.08.S	mudflat	Sunny_day	35	31-35	08_Aug	Summer	1_5cm	Low_tide_level	16s	mud_Low_1_5cm
mud22.2022.08.S3	mud22.2022.08.S3	mud22.2022.08.S	mudflat	Sunny_day	35	31-35	08_Aug	Summer	1_5cm	Low_tide_level	16s	mud_Low_1_5cm
mud22.2022.08.X1	mud22.2022.08.X1	mud22.2022.08.X	mudflat	Sunny_day	35	31-35	08_Aug	Summer	15_25cm	Low_tide_level	16s	mud_Low_15_25cm
mud22.2022.08.X2	mud22.2022.08.X2	mud22.2022.08.X	mudflat	Sunny_day	35	31-35	08_Aug	Summer	15_25cm	Low_tide_level	16s	mud_Low_15_25cm
mud22.2022.08.X3	mud22.2022.08.X3	mud22.2022.08.X	mudflat	Sunny_day	35	31-35	08_Aug	Summer	15_25cm	Low_tide_level	16s	mud_Low_15_25cm
mud22.2022.08.Z1	mud22.2022.08.Z1	mud22.2022.08.Z	mudflat	Sunny_day	35	31-35	08_Aug	Summer	5_15cm	Low_tide_level	16s	mud_Low_5_15cm
mud22.2022.08.Z2	mud22.2022.08.Z2	mud22.2022.08.Z	mudflat	Sunny_day	35	31-35	08_Aug	Summer	5_15cm	Low_tide_level	16s	mud_Low_5_15cm
mud22.2022.08.Z3	mud22.2022.08.Z3	mud22.2022.08.Z	mudflat	Sunny_day	35	31-35	08_Aug	Summer	5_15cm	Low_tide_level	16s	mud_Low_5_15cm
mud23.2022.09.S1	mud23.2022.09.S1	mud23.2022.09.S	mudflat	Cloudy_day	23	21-25	09_Sep	Autumn	1_5cm	Low_tide_level	16s	mud_Low_1_5cm
mud23.2022.09.S2	mud23.2022.09.S2	mud23.2022.09.S	mudflat	Cloudy_day	23	21-25	09_Sep	Autumn	1_5cm	Low_tide_level	16s	mud_Low_1_5cm
mud23.2022.09.S3	mud23.2022.09.S3	mud23.2022.09.S	mudflat	Cloudy_day	23	21-25	09_Sep	Autumn	1_5cm	Low_tide_level	16s	mud_Low_1_5cm
mud23.2022.09.X1	mud23.2022.09.X1	mud23.2022.09.X	mudflat	Cloudy_day	23	21-25	09_Sep	Autumn	15_25cm	Low_tide_level	16s	mud_Low_15_25cm
mud23.2022.09.X2	mud23.2022.09.X2	mud23.2022.09.X	mudflat	Cloudy_day	23	21-25	09_Sep	Autumn	15_25cm	Low_tide_level	16s	mud_Low_15_25cm
mud23.2022.09.X3	mud23.2022.09.X3	mud23.2022.09.X	mudflat	Cloudy_day	23	21-25	09_Sep	Autumn	15_25cm	Low_tide_level	16s	mud_Low_15_25cm
mud23.2022.09.Z1	mud23.2022.09.Z1	mud23.2022.09.Z	mudflat	Cloudy_day	23	21-25	09_Sep	Autumn	5_15cm	Low_tide_level	16s	mud_Low_5_15cm
mud23.2022.09.Z2	mud23.2022.09.Z2	mud23.2022.09.Z	mudflat	Cloudy_day	23	21-25	09_Sep	Autumn	5_15cm	Low_tide_level	16s	mud_Low_5_15cm
mud23.2022.09.Z3	mud23.2022.09.Z3	mud23.2022.09.Z	mudflat	Cloudy_day	23	21-25	09_Sep	Autumn	5_15cm	Low_tide_level	16s	mud_Low_5_15cm
mud24.2022.10.S1	mud24.2022.10.S1	mud24.2022.10.S	mudflat	Cloudy_day	18	16-20	10_Oct	Autumn	1_5cm	Low_tide_level	16s	mud_Low_1_5cm
mud24.2022.10.S2	mud24.2022.10.S2	mud24.2022.10.S	mudflat	Cloudy_day	18	16-20	10_Oct	Autumn	1_5cm	Low_tide_level	16s	mud_Low_1_5cm
mud24.2022.10.S3	mud24.2022.10.S3	mud24.2022.10.S	mudflat	Cloudy_day	18	16-20	10_Oct	Autumn	1_5cm	Low_tide_level	16s	mud_Low_1_5cm
mud24.2022.10.X1	mud24.2022.10.X1	mud24.2022.10.X	mudflat	Cloudy_day	18	16-20	10_Oct	Autumn	15_25cm	Low_tide_level	16s	mud_Low_15_25cm
mud24.2022.10.X2	mud24.2022.10.X2	mud24.2022.10.X	mudflat	Cloudy_day	18	16-20	10_Oct	Autumn	15_25cm	Low_tide_level	16s	mud_Low_15_25cm
mud24.2022.10.X3	mud24.2022.10.X3	mud24.2022.10.X	mudflat	Cloudy_day	18	16-20	10_Oct	Autumn	15_25cm	Low_tide_level	16s	mud_Low_15_25cm
mud24.2022.10.Z1	mud24.2022.10.Z1	mud24.2022.10.Z	mudflat	Cloudy_day	18	16-20	10_Oct	Autumn	5_15cm	Low_tide_level	16s	mud_Low_5_15cm
mud24.2022.10.Z2	mud24.2022.10.Z2	mud24.2022.10.Z	mudflat	Cloudy_day	18	16-20	10_Oct	Autumn	5_15cm	Low_tide_level	16s	mud_Low_5_15cm
mud24.2022.10.Z3	mud24.2022.10.Z3	mud24.2022.10.Z	mudflat	Cloudy_day	18	16-20	10_Oct	Autumn	5_15cm	Low_tide_level	16s	mud_Low_5_15cm
sand01.2020.11.D.S1	sand01.2020.11.D.S1	sand01.2020.11.D.S	sandflat	Sunny_day	22	21-25	11_Nov	Autumn	1_5cm	Low_tide_level	16s	sand_Low_1_5cm
sand01.2020.11.D.S2	sand01.2020.11.D.S2	sand01.2020.11.D.S	sandflat	Sunny_day	22	21-25	11_Nov	Autumn	1_5cm	Low_tide_level	16s	sand_Low_1_5cm
sand01.2020.11.D.S3	sand01.2020.11.D.S3	sand01.2020.11.D.S	sandflat	Sunny_day	22	21-25	11_Nov	Autumn	1_5cm	Low_tide_level	16s	sand_Low_1_5cm
sand01.2020.11.D.X1	sand01.2020.11.D.X1	sand01.2020.11.D.X	sandflat	Sunny_day	22	21-25	11_Nov	Autumn	15_25cm	Low_tide_level	16s	sand_Low_15_25cm
sand01.2020.11.D.X2	sand01.2020.11.D.X2	sand01.2020.11.D.X	sandflat	Sunny_day	22	21-25	11_Nov	Autumn	15_25cm	Low_tide_level	16s	sand_Low_15_25cm
sand01.2020.11.D.X3	sand01.2020.11.D.X3	sand01.2020.11.D.X	sandflat	Sunny_day	22	21-25	11_Nov	Autumn	15_25cm	Low_tide_level	16s	sand_Low_15_25cm
sand01.2020.11.D.Z1	sand01.2020.11.D.Z1	sand01.2020.11.D.Z	sandflat	Sunny_day	22	21-25	11_Nov	Autumn	5_15cm	Low_tide_level	16s	sand_Low_5_15cm
sand01.2020.11.D.Z2	sand01.2020.11.D.Z2	sand01.2020.11.D.Z	sandflat	Sunny_day	22	21-25	11_Nov	Autumn	5_15cm	Low_tide_level	16s	sand_Low_5_15cm
sand01.2020.11.D.Z3	sand01.2020.11.D.Z3	sand01.2020.11.D.Z	sandflat	Sunny_day	22	21-25	11_Nov	Autumn	5_15cm	Low_tide_level	16s	sand_Low_5_15cm
sand01.2020.11.G.S1	sand01.2020.11.G.S1	sand01.2020.11.G.S	sandflat	Sunny_day	22	21-25	11_Nov	Autumn	1_5cm	High_tide_level	16s	sand_High_1_5cm
sand01.2020.11.G.S2	sand01.2020.11.G.S2	sand01.2020.11.G.S	sandflat	Sunny_day	22	21-25	11_Nov	Autumn	1_5cm	High_tide_level	16s	sand_High_1_5cm
sand01.2020.11.G.S3	sand01.2020.11.G.S3	sand01.2020.11.G.S	sandflat	Sunny_day	22	21-25	11_Nov	Autumn	1_5cm	High_tide_level	16s	sand_High_1_5cm
sand01.2020.11.G.X1	sand01.2020.11.G.X1	sand01.2020.11.G.X	sandflat	Sunny_day	22	21-25	11_Nov	Autumn	15_25cm	High_tide_level	16s	sand_High_15_25cm
sand01.2020.11.G.X2	sand01.2020.11.G.X2	sand01.2020.11.G.X	sandflat	Sunny_day	22	21-25	11_Nov	Autumn	15_25cm	High_tide_level	16s	sand_High_15_25cm
sand01.2020.11.G.X3	sand01.2020.11.G.X3	sand01.2020.11.G.X	sandflat	Sunny_day	22	21-25	11_Nov	Autumn	15_25cm	High_tide_level	16s	sand_High_15_25cm
sand01.2020.11.G.Z1	sand01.2020.11.G.Z1	sand01.2020.11.G.Z	sandflat	Sunny_day	22	21-25	11_Nov	Autumn	5_15cm	High_tide_level	16s	sand_High_5_15cm
sand01.2020.11.G.Z2	sand01.2020.11.G.Z2	sand01.2020.11.G.Z	sandflat	Sunny_day	22	21-25	11_Nov	Autumn	5_15cm	High_tide_level	16s	sand_High_5_15cm
sand01.2020.11.G.Z3	sand01.2020.11.G.Z3	sand01.2020.11.G.Z	sandflat	Sunny_day	22	21-25	11_Nov	Autumn	5_15cm	High_tide_level	16s	sand_High_5_15cm
sand01.2020.11.Z.S1	sand01.2020.11.Z.S1	sand01.2020.11.Z.S	sandflat	Sunny_day	22	21-25	11_Nov	Autumn	1_5cm	Median_tide_level	16s	sand_Median_1_5cm
sand01.2020.11.Z.S2	sand01.2020.11.Z.S2	sand01.2020.11.Z.S	sandflat	Sunny_day	22	21-25	11_Nov	Autumn	1_5cm	Median_tide_level	16s	sand_Median_1_5cm
sand01.2020.11.Z.S3	sand01.2020.11.Z.S3	sand01.2020.11.Z.S	sandflat	Sunny_day	22	21-25	11_Nov	Autumn	1_5cm	Median_tide_level	16s	sand_Median_1_5cm
sand01.2020.11.Z.X1	sand01.2020.11.Z.X1	sand01.2020.11.Z.X	sandflat	Sunny_day	22	21-25	11_Nov	Autumn	15_25cm	Median_tide_level	16s	sand_Median_15_25cm
sand01.2020.11.Z.X2	sand01.2020.11.Z.X2	sand01.2020.11.Z.X	sandflat	Sunny_day	22	21-25	11_Nov	Autumn	15_25cm	Median_tide_level	16s	sand_Median_15_25cm
sand01.2020.11.Z.X3	sand01.2020.11.Z.X3	sand01.2020.11.Z.X	sandflat	Sunny_day	22	21-25	11_Nov	Autumn	15_25cm	Median_tide_level	16s	sand_Median_15_25cm
sand01.2020.11.Z.Z1	sand01.2020.11.Z.Z1	sand01.2020.11.Z.Z	sandflat	Sunny_day	22	21-25	11_Nov	Autumn	5_15cm	Median_tide_level	16s	sand_Median_5_15cm
sand01.2020.11.Z.Z2	sand01.2020.11.Z.Z2	sand01.2020.11.Z.Z	sandflat	Sunny_day	22	21-25	11_Nov	Autumn	5_15cm	Median_tide_level	16s	sand_Median_5_15cm
sand01.2020.11.Z.Z3	sand01.2020.11.Z.Z3	sand01.2020.11.Z.Z	sandflat	Sunny_day	22	21-25	11_Nov	Autumn	5_15cm	Median_tide_level	16s	sand_Median_5_15cm
sand02.2020.12.D.S1	sand02.2020.12.D.S1	sand02.2020.12.D.S	sandflat	Sunny_day	13	11-15	12_Dec	Winter	1_5cm	Low_tide_level	16s	sand_Low_1_5cm
sand02.2020.12.D.S2	sand02.2020.12.D.S2	sand02.2020.12.D.S	sandflat	Sunny_day	13	11-15	12_Dec	Winter	1_5cm	Low_tide_level	16s	sand_Low_1_5cm
sand02.2020.12.D.S3	sand02.2020.12.D.S3	sand02.2020.12.D.S	sandflat	Sunny_day	13	11-15	12_Dec	Winter	1_5cm	Low_tide_level	16s	sand_Low_1_5cm
sand02.2020.12.D.X1	sand02.2020.12.D.X1	sand02.2020.12.D.X	sandflat	Sunny_day	13	11-15	12_Dec	Winter	15_25cm	Low_tide_level	16s	sand_Low_15_25cm
sand02.2020.12.D.X2	sand02.2020.12.D.X2	sand02.2020.12.D.X	sandflat	Sunny_day	13	11-15	12_Dec	Winter	15_25cm	Low_tide_level	16s	sand_Low_15_25cm
sand02.2020.12.D.X3	sand02.2020.12.D.X3	sand02.2020.12.D.X	sandflat	Sunny_day	13	11-15	12_Dec	Winter	15_25cm	Low_tide_level	16s	sand_Low_15_25cm
sand02.2020.12.D.Z1	sand02.2020.12.D.Z1	sand02.2020.12.D.Z	sandflat	Sunny_day	13	11-15	12_Dec	Winter	5_15cm	Low_tide_level	16s	sand_Low_5_15cm
sand02.2020.12.D.Z2	sand02.2020.12.D.Z2	sand02.2020.12.D.Z	sandflat	Sunny_day	13	11-15	12_Dec	Winter	5_15cm	Low_tide_level	16s	sand_Low_5_15cm
sand02.2020.12.D.Z3	sand02.2020.12.D.Z3	sand02.2020.12.D.Z	sandflat	Sunny_day	13	11-15	12_Dec	Winter	5_15cm	Low_tide_level	16s	sand_Low_5_15cm
sand02.2020.12.G.S1	sand02.2020.12.G.S1	sand02.2020.12.G.S	sandflat	Sunny_day	13	11-15	12_Dec	Winter	1_5cm	High_tide_level	16s	sand_High_1_5cm
sand02.2020.12.G.S2	sand02.2020.12.G.S2	sand02.2020.12.G.S	sandflat	Sunny_day	13	11-15	12_Dec	Winter	1_5cm	High_tide_level	16s	sand_High_1_5cm
sand02.2020.12.G.S3	sand02.2020.12.G.S3	sand02.2020.12.G.S	sandflat	Sunny_day	13	11-15	12_Dec	Winter	1_5cm	High_tide_level	16s	sand_High_1_5cm
sand02.2020.12.G.X1	sand02.2020.12.G.X1	sand02.2020.12.G.X	sandflat	Sunny_day	13	11-15	12_Dec	Winter	15_25cm	High_tide_level	16s	sand_High_15_25cm
sand02.2020.12.G.X2	sand02.2020.12.G.X2	sand02.2020.12.G.X	sandflat	Sunny_day	13	11-15	12_Dec	Winter	15_25cm	High_tide_level	16s	sand_High_15_25cm
sand02.2020.12.G.X3	sand02.2020.12.G.X3	sand02.2020.12.G.X	sandflat	Sunny_day	13	11-15	12_Dec	Winter	15_25cm	High_tide_level	16s	sand_High_15_25cm
sand02.2020.12.G.Z1	sand02.2020.12.G.Z1	sand02.2020.12.G.Z	sandflat	Sunny_day	13	11-15	12_Dec	Winter	5_15cm	High_tide_level	16s	sand_High_5_15cm
sand02.2020.12.G.Z2	sand02.2020.12.G.Z2	sand02.2020.12.G.Z	sandflat	Sunny_day	13	11-15	12_Dec	Winter	5_15cm	High_tide_level	16s	sand_High_5_15cm
sand02.2020.12.G.Z3	sand02.2020.12.G.Z3	sand02.2020.12.G.Z	sandflat	Sunny_day	13	11-15	12_Dec	Winter	5_15cm	High_tide_level	16s	sand_High_5_15cm
sand02.2020.12.Z.S1	sand02.2020.12.Z.S1	sand02.2020.12.Z.S	sandflat	Sunny_day	13	11-15	12_Dec	Winter	1_5cm	Median_tide_level	16s	sand_Median_1_5cm
sand02.2020.12.Z.S2	sand02.2020.12.Z.S2	sand02.2020.12.Z.S	sandflat	Sunny_day	13	11-15	12_Dec	Winter	1_5cm	Median_tide_level	16s	sand_Median_1_5cm
sand02.2020.12.Z.S3	sand02.2020.12.Z.S3	sand02.2020.12.Z.S	sandflat	Sunny_day	13	11-15	12_Dec	Winter	1_5cm	Median_tide_level	16s	sand_Median_1_5cm
sand02.2020.12.Z.X1	sand02.2020.12.Z.X1	sand02.2020.12.Z.X	sandflat	Sunny_day	13	11-15	12_Dec	Winter	15_25cm	Median_tide_level	16s	sand_Median_15_25cm
sand02.2020.12.Z.X2	sand02.2020.12.Z.X2	sand02.2020.12.Z.X	sandflat	Sunny_day	13	11-15	12_Dec	Winter	15_25cm	Median_tide_level	16s	sand_Median_15_25cm
sand02.2020.12.Z.X3	sand02.2020.12.Z.X3	sand02.2020.12.Z.X	sandflat	Sunny_day	13	11-15	12_Dec	Winter	15_25cm	Median_tide_level	16s	sand_Median_15_25cm
sand02.2020.12.Z.Z1	sand02.2020.12.Z.Z1	sand02.2020.12.Z.Z	sandflat	Sunny_day	13	11-15	12_Dec	Winter	5_15cm	Median_tide_level	16s	sand_Median_5_15cm
sand02.2020.12.Z.Z2	sand02.2020.12.Z.Z2	sand02.2020.12.Z.Z	sandflat	Sunny_day	13	11-15	12_Dec	Winter	5_15cm	Median_tide_level	16s	sand_Median_5_15cm
sand02.2020.12.Z.Z3	sand02.2020.12.Z.Z3	sand02.2020.12.Z.Z	sandflat	Sunny_day	13	11-15	12_Dec	Winter	5_15cm	Median_tide_level	16s	sand_Median_5_15cm
sand03.2021.01.D.S1	sand03.2021.01.D.S1	sand03.2021.01.D.S	sandflat	Cloudy_day	10	6-10	01_Jan	Winter	1_5cm	Low_tide_level	16s	sand_Low_1_5cm
sand03.2021.01.D.S2	sand03.2021.01.D.S2	sand03.2021.01.D.S	sandflat	Cloudy_day	10	6-10	01_Jan	Winter	1_5cm	Low_tide_level	16s	sand_Low_1_5cm
sand03.2021.01.D.S3	sand03.2021.01.D.S3	sand03.2021.01.D.S	sandflat	Cloudy_day	10	6-10	01_Jan	Winter	1_5cm	Low_tide_level	16s	sand_Low_1_5cm
sand03.2021.01.D.X1	sand03.2021.01.D.X1	sand03.2021.01.D.X	sandflat	Cloudy_day	10	6-10	01_Jan	Winter	15_25cm	Low_tide_level	16s	sand_Low_15_25cm
sand03.2021.01.D.X2	sand03.2021.01.D.X2	sand03.2021.01.D.X	sandflat	Cloudy_day	10	6-10	01_Jan	Winter	15_25cm	Low_tide_level	16s	sand_Low_15_25cm
sand03.2021.01.D.X3	sand03.2021.01.D.X3	sand03.2021.01.D.X	sandflat	Cloudy_day	10	6-10	01_Jan	Winter	15_25cm	Low_tide_level	16s	sand_Low_15_25cm
sand03.2021.01.D.Z1	sand03.2021.01.D.Z1	sand03.2021.01.D.Z	sandflat	Cloudy_day	10	6-10	01_Jan	Winter	5_15cm	Low_tide_level	16s	sand_Low_5_15cm
sand03.2021.01.D.Z2	sand03.2021.01.D.Z2	sand03.2021.01.D.Z	sandflat	Cloudy_day	10	6-10	01_Jan	Winter	5_15cm	Low_tide_level	16s	sand_Low_5_15cm
sand03.2021.01.D.Z3	sand03.2021.01.D.Z3	sand03.2021.01.D.Z	sandflat	Cloudy_day	10	6-10	01_Jan	Winter	5_15cm	Low_tide_level	16s	sand_Low_5_15cm
sand03.2021.01.G.S1	sand03.2021.01.G.S1	sand03.2021.01.G.S	sandflat	Cloudy_day	10	6-10	01_Jan	Winter	1_5cm	High_tide_level	16s	sand_High_1_5cm
sand03.2021.01.G.S2	sand03.2021.01.G.S2	sand03.2021.01.G.S	sandflat	Cloudy_day	10	6-10	01_Jan	Winter	1_5cm	High_tide_level	16s	sand_High_1_5cm
sand03.2021.01.G.S3	sand03.2021.01.G.S3	sand03.2021.01.G.S	sandflat	Cloudy_day	10	6-10	01_Jan	Winter	1_5cm	High_tide_level	16s	sand_High_1_5cm
sand03.2021.01.G.X1	sand03.2021.01.G.X1	sand03.2021.01.G.X	sandflat	Cloudy_day	10	6-10	01_Jan	Winter	15_25cm	High_tide_level	16s	sand_High_15_25cm
sand03.2021.01.G.X2	sand03.2021.01.G.X2	sand03.2021.01.G.X	sandflat	Cloudy_day	10	6-10	01_Jan	Winter	15_25cm	High_tide_level	16s	sand_High_15_25cm
sand03.2021.01.G.X3	sand03.2021.01.G.X3	sand03.2021.01.G.X	sandflat	Cloudy_day	10	6-10	01_Jan	Winter	15_25cm	High_tide_level	16s	sand_High_15_25cm
sand03.2021.01.G.Z1	sand03.2021.01.G.Z1	sand03.2021.01.G.Z	sandflat	Cloudy_day	10	6-10	01_Jan	Winter	5_15cm	High_tide_level	16s	sand_High_5_15cm
sand03.2021.01.G.Z2	sand03.2021.01.G.Z2	sand03.2021.01.G.Z	sandflat	Cloudy_day	10	6-10	01_Jan	Winter	5_15cm	High_tide_level	16s	sand_High_5_15cm
sand03.2021.01.G.Z3	sand03.2021.01.G.Z3	sand03.2021.01.G.Z	sandflat	Cloudy_day	10	6-10	01_Jan	Winter	5_15cm	High_tide_level	16s	sand_High_5_15cm
sand03.2021.01.Z.S1	sand03.2021.01.Z.S1	sand03.2021.01.Z.S	sandflat	Cloudy_day	10	6-10	01_Jan	Winter	1_5cm	Median_tide_level	16s	sand_Median_1_5cm
sand03.2021.01.Z.S2	sand03.2021.01.Z.S2	sand03.2021.01.Z.S	sandflat	Cloudy_day	10	6-10	01_Jan	Winter	1_5cm	Median_tide_level	16s	sand_Median_1_5cm
sand03.2021.01.Z.S3	sand03.2021.01.Z.S3	sand03.2021.01.Z.S	sandflat	Cloudy_day	10	6-10	01_Jan	Winter	1_5cm	Median_tide_level	16s	sand_Median_1_5cm
sand03.2021.01.Z.X1	sand03.2021.01.Z.X1	sand03.2021.01.Z.X	sandflat	Cloudy_day	10	6-10	01_Jan	Winter	15_25cm	Median_tide_level	16s	sand_Median_15_25cm
